breed,color,dogName,zip
POMERANIAN MIX,SPOTTED,COCOA,15112
MIXED,WHITE/BLACK,BACON,15237
SHIH TZU MIX,BLACK,ELLIS,15223
YORKSHIRE TERRIER,WHITE/BROWN,DEX,15243
DOBERMAN PINSCHER,BLACK,BRUNO,15025
POODLE TOY,APRICOT,DEVA'H NIKOHL,15122
TERRIER MIX,WHEATON,SUKIE,15044
COCKER SPANIEL MIX,BLACK,HUGGS,15220
ENG BULLDOG,BRINDLE,TIGER GIRL,15237
AM FOXHOUND,WHITE/LIVER,CLOVER,15215
MIXED,BROWN,PEACHES,15108
MIXED,BLACK/BROWN,HATCHI,15014
LABRADOR RETRIEVER,BLACK,LUCY,15108
W HGHLND WH TERRIER,WHITE,LEO,15044
CHIHUAHUA,BLONDE,LAZA MAE,15145
BASSET HOUND,WHITE/BLACK/BROWN,JAKE,15143
LAB MIX,RED,ABBY,15049
LAB MIX,RED,ABBY,15049
AM PIT BULL TERRIER,BLACK,SMOKEY,15132
DACHSHUND,BLACK/TAN,MATILDA,15101
AM PIT BULL TERRIER,BROWN,SEVEN,15101
LABRADOODLE,SPOTTED,BOBBI,15228
PUG,BROWN,AVA,15215
PUG,BROWN,AVA,15215
TERRIER MIX,WHITE,KIKI,15215
BASENJI,TAN,RIPLEY,15202
LABRADOODLE,TAN,PAWS,15239
DOBERMAN PINSCHER,BLACK,LEXI,15135
MIXED,BLACK/BROWN,ZOEY,15102
IRISH WOLFHOUND,BRINDLE,FIONN,15044
LABRADOR RETRIEVER,RED,KENNARD,15218
AKITA,WHITE/BLACK,NYA,15236
GER SHEPHERD,BLACK/TAN,CLYDE,15202
AM PIT BULL TERRIER,BROWN,RUFUS WILBURN,15132
MIXED,MULTI,BUBBA,15144
PORTUGESE WATER DOG,BLACK,MEIA,15238
TERRIER MIX,WHITE/BLACK,MOSES BEAN,15237
COCKER SPANIEL,BLACK,OREO,15237
CHIHUAHUA,BROWN,HENDRY,15205
PARSON RUSSELL TERR,WHITE/BLACK,ZOEY,15236
LABRADOR RETRIEVER,BROWN,GWEN,15228
CHIHUAHUA,BROWN,CHI CHI,15137
MIXED,WHITE/BLACK,DOMINO,15044
AUS SHEPHERD,BLACK/BROWN,REECE,15146
GER SHEPHERD,BLACK/BROWN,TYSON,15332
CHIHUAHUA MIX,FAWN,CHICA,15106
ENG BULLDOG,WHITE/BRINDLE,LOUIS,15228
POODLE MIX,BLACK,NINJA,15205
POODLE MIX,BEIGE,SASSY,15205
GER SHEPHERD,BLACK/TAN,ARYA,15137
TAG,BLACK,GRACIE,15147
YORKSHIRE TERRIER,TAN,LULU,15147
NORW ELKHOUND,BLACK/TAN,ORION,15227
BOSTON TERRIER,WHITE/BROWN,POLLY,15084
POODLE MIX,TAN,RILEY,15147
TERRIER MIX,WHITE/BROWN,ROCKY,15136
TAG,BRINDLE,SADIE,15057
BEAGLE,WHITE/BLACK/BROWN,QUEEN,15235
SHIH TZU,WHITE/TAN,MOLLY,15102
SIB HUSKY,WHITE/BLACK,LOKI,15024
LABRADOR RETRIEVER,BROWN,CORKY,15212
SHIH TZU MIX,BLACK/GREY,BO,15135
LABRADOR RETRIEVER,YELLOW,LEXINGTON,15101
W HGHLND WH TERRIER,WHITE,OSCAR,15214
ROTTWEILER,BLONDE,RUBEN,15235
DOBERMAN PINSCHER,BLACK/TAN,FRITZ,15049
NEWFOUNDLAND,BLACK,MACK,15146
BOXER MIX,BROWN,BAILEY BLUE,15202
MALTESE,WHITE,ENZO,15241
YORKSHIRE TERRIER,BLACK/BROWN,BEASLEY,15215
LAB MIX,BLACK WITH WHITE,LOKI,15225
MIXED,BLACK/BROWN,EDDY,15229
COCKER SPANIEL MIX,BLACK WITH WHITE,DORKUS,15215
LABRADOR RETRIEVER,BROWN,ANNIE,15126
POMERANIAN MIX,WHITE/BEIGE,DAISY,15146
POMERANIAN MIX,WHITE/BEIGE,DAISY,15146
MIXED,WHITE/BLACK,FRANNY,15237
AKITA,FAWN,BELLA,15084
BOSTON TERRIER,WHITE/BLACK,DEXTER,15065
CHIHUAHUA MIX,FAWN,JJ,15035
BOXER,FAWN,MAXIMUS,15220
PAPILLON,WHITE/TAN,MIA,15147
AM PIT BULL TERRIER,BROWN,MIR,15106
LAB MIX,WHITE/TAN,MONTANA,15136
POODLE MIN,WHITE,PONGO,15065
LAB MIX,BLACK,ROCKY,15228
TAG,WHITE/FAWN,ROSCO,15131
AM PITT BULL MIX,TRI-COLOR,ROSIE,15131
TERRIER MIX,WHITE/BROWN,SAM,15143
AM PIT BULL TERRIER,FAWN,SAMSON,15136
YORKSHIRE TERRIER,WHITE/BROWN,CHEWY,15221
YORKSHIRE TERRIER,WHITE/BROWN,CHEWY,15221
DOBERMAN PINSCHER,BLACK,MARTE,15205
BORD COLLIE,WHITE/BLACK,BASHER,15223
AM TOY TERRIER,SPOTTED,GIDGET,15235
CAV KING CHAR SPANI,SPOTTED,SADIE,15143
LABRADOR RETRIEVER,BROWN,MASON,15120
POODLE MIN,BLACK,CROSBI,15146
COCKAPOO,WHITE/BLACK,CURLY,15241
COCKAPOO,WHITE/BLACK,MOE,15241
MIXED,BLACK/BROWN,RUBY,15090
AUS SHEPHERD,BROWN,BREW,15237
SIB HUSKY,MULTI,NIKO,15071
LABRADOR RETRIEVER,YELLOW,CARMEL,15227
POODLE MIX,BROWN,SNICKERS,15122
DACHSHUND,BLACK/RED,ANNIE,15044
CHIHUAHUA,BROWN,PEANUT,15132
MORKIE,BLACK/TAN,COOPER,15220
AM PITT BULL MIX,GREY,KEELA,15132
GOLDEN RETRIEVER,GOLD,BUDDY,15086
BOXER MIX,BROWN,CARLY,15236
MIXED,WHITE/BLACK,COLT,15143
BOXER,WHITE/BLACK,NALA,15108
BISHON FRISE MIX,BLACK,MAX,15108
MIXED,BLACK/TAN,SCRUFFLES,15044
GOLDEN RETRIEVER,BLONDE,SIMON,15228
ENG COCKER SPANIEL,ORANGE,JOE,15063
ENG COCKER SPANIEL,ORANGE,JOE,15063
ENG COCKER SPANIEL,ORANGE/WHITE,JUDY,15063
ENG COCKER SPANIEL,BLUE,MISSY,15063
ENG COCKER SPANIEL,BLUE,MISSY,15063
ENG COCKER SPANIEL,LIVER,JACK,15063
BEAGLE,BLACK/BROWN,TEDDY,15229
BOXER,WHITE/BROWN,ALFIE,15227
SHIH TZU MIX,WHITE/BROWN,MILLER,15101
BASSET HOUND,BLACK/BROWN,ERIS,15227
BOXER,BROWN,IZABELLA,15227
WELSH TERRIER,BLACK/TAN,LAYLA,15143
PUG,FAWN,SHERMAN,15243
BOXER,FAWN,ABBY,15214
ALAS MALAMUTE,BLACK WITH WHITE,KODA,15237
TERRIER MIX,BLACK,CHARLIE,15228
SCHNAUZER MIN,GREY,CHEWY,15037
MIXED,BROWN,BRANDI,15215
MIXED,BROWN,ROCKIE,15215
MIN PINSCHER,BLACK,MIDNIGHT,15146
MIN PINSCHER,BLACK,MIDNIGHT,15146
LABRADOR RETRIEVER,BLACK,DORI,15106
LABRADOR RETRIEVER,BLACK,SHADOW,15136
SIB HUSKY MIX,WHITE/BLACK/GREY,SPIKE,15136
OLD ENG BULLDOG,WHITE,SOPHIE MAE,15144
CHIHUAHUA,FAWN,ANGEL,15101
MIXED,BLACK,WILLY,15223
ENG SETTER,WHITE/BROWN,KACEY QUEEN,15146
MIXED,WHITE/BROWN,COOPER,15236
GOLDEN RETRIEVER,BROWN,CLYDE,15228
BORD COLLIE,WHITE/TAN,SADIE,15046
LABRADOR RETRIEVER,BROWN,DAWSON,15084
LAB MIX,BLACK,LUCKY,15015
BOXER MIX,WHITE/BROWN,NELL,15143
SIB HUSKY,WHITE/BLACK,KWANITA,15145
SIB HUSKY MIX,WHITE/BLACK,RUBY TUESDAY,15145
SIB HUSKY,WHITE,VLADAMIRE,15145
GER SHEPHERD,BLACK/BROWN,LOLA,15057
YORKSHIRE TERR MIX,BLACK/BROWN,SAMMY KONCERAK,15112
GER SHORTHAIR POINT,WHITE/BROWN,BANE HARROVER,15133
MIXED,BROWN,HERSHEY,15209
COCKAPOO,WHITE,PRECIOUS,15137
MIXED,WHITE/BROWN,ALEXANDER,15236
BEAGLE,TRI-COLOR,BERNIE,15131
GER SHEPHERD MIX,WHITE,SAGAN,15221
POODLE TOY,BLACK,BAIELY,15218
MALTI-POO,BLACK WITH WHITE,DEXTER,15017
DACHSHUND MIX,BLACK/TAN,HARVEY,15145
SHIH TZU,WHITE/BROWN,LUNA,15210
SHIH TZU,WHITE/BROWN,LUNA,15210
TAG,BLACK/BROWN,NOVA,15210
SHIH TZU,WHITE/BLACK,LUCY,15145
SHIH TZU,WHITE/BLACK,LUCY,15145
LABRADOR RETRIEVER,YELLOW,ANNA,15243
CANE CORSO,BROWN,KANE,15227
TAG,BLACK,NUT CRACKER,15146
SHIH TZU,WHITE/BLACK,BOO BOO,15205
LAB MIX,BROWN,TESSA,15044
MIXED,BLACK,COCO,15235
BEARDED COLLIE,BLACK,CHARLIE,15017
MIXED,BROWN,JAXSON,15101
LABRADOR RETRIEVER,RED,COOPER,15132
TERRIER MIX,BROWN,CHARLEY,15215
CHIHUAHUA,BLACK,PAWKO,15102
GER SHEPHERD MIX,BROWN,BAINE,15146
LABRADOR RETRIEVER,SILVER,OSKAR,15215
PUG,BLACK,SIRI,15084
PUG,BLACK,KENZEE,15084
CHIHUAHUA,BLACK/BROWN,CHICO,15146
Mountain Feist,BLACK WITH WHITE,MEAH,15214
PEKINGESE,RED,LUCKY,15025
SHIBA INU,WHITE/RED,HERO,15017
LHASA APSO,MULTI,LUCY,15084
MIXED,WHITE/BROWN,PEANUT,15238
MIXED,SPOTTED,GIZMO,15235
BEAGLE MIX,BROWN,PEPA,15228
DACHSHUND MIX,BLACK/BROWN,NOEL,15108
DACHSHUND MIX,BLACK/BROWN,NOEL,15108
BULLMASTIFF,BRINDLE,TALLY,15090
MIXED,BRINDLE,BRONCO,15065
MIXED,TAN,SENNY,15108
COCKAPOO,BLACK,SNOWFLAKE,15108
YORKSHIRE TERRIER,BLACK/TAN,LUCKY,15025
TAG,BROWN,CHLOE,15017
CHIHUAHUA,WHITE/BROWN,OTTIS,15065
MIN PINSCHER,BLACK/BROWN,TOBY,15102
AM PIT BULL TERRIER,WHITE/BLACK,ANKHA,15133
SHIH TZU,BROWN,LEO,15057
SHIH TZU,BLACK,CHARLIE,15057
SHIH TZU,FAWN,PEPPER,15235
PARSON RUSSELL TERR,BRINDLE,MOXIE,15106
MIXED,WHITE,BUDDY,15237
DACHSHUND,BLACK/TAN,ODIE,15236
MIN PINSCHER,RED,KIMCHI,15102
GOLDEN RETRIEVER,GOLD,LIBERTY,15239
LAB MIX,BLACK,BAYLEE,15235
POMERANIAN,BROWN,MAX,15235
GER SHEPHERD,BLACK/BROWN,DAISY,15145
YORKSHIRE TERRIER,BLACK/BROWN,CHARLIE,15237
LAB MIX,BLACK,CHLOE,15209
CHIHUAHUA,WHITE,GIZMO,15146
CHIHUAHUA,TAN,BRUTUS,15146
GREAT DANE MIX,BLACK/BROWN,ROCCO,15108
BEARDED COLLIE,WHITE,LADY,15108
PUG,FAWN,JACK,15223
MIXED,WHITE,LAYLA,15025
PUG,FAWN,MAX,15229
BOXER,BLACK/BROWN,BUCK,15045
POMERANIAN,WHITE/BLACK/BROWN,RASCAL,15045
MIXED,BROWN,KIKI,15235
AM PIT BULL TERRIER,BROWN,PAIGE,15237
POMERANIAN,BLACK,CHARLIE,15136
AM PITT BULL MIX,BLACK WITH WHITE,MATTIE,15216
GOLDEN RETRIEVER,WHITE,COOPER,15108
LABRADOR RETRIEVER,BLACK,LILO,15227
BICHON FRISE,WHITE,WEBSTER,15234
LABRADOR RETRIEVER,YELLOW,MAXIMUS,15132
CHIHUAHUA MIX,WHITE/BLACK/BROWN,CHICA,15132
MIXED,TAN,REGGIN,15235
YORKSHIRE TERRIER,BLACK/BROWN,POLO,15235
CHIHUAHUA,WHITE/BLACK,LOLA,15035
SHIH TZU MIX,WHITE/BLACK,BEA,15126
BOXER,BROWN,CHOPPER,15143
LAB MIX,CREAM,CHANCE,15136
GOLDEN RETRIEVER,TAN,MAGNUM,15122
GOLDENDOODLE,TAN,KIMO,15129
SCHNAUZER STANDARD,BLACK,LILLY,15136
BERNESE MTN DOG,TRI-COLOR,ADA,15239
POODLE MIX,BROWN/TAN,CORA,15136
YORKSHIRE TERRIER,BLACK/BROWN,LEVI,15110
ENGLISH MASTIFF,BRINDLE,MACK,15024
YORKSHIRE TERRIER,BLACK/BROWN,TRIXIE,15110
DUTCH SHEPHERD,BRINDLE,LILO,15223
MIXED,SPOTTED,AXEL,15116
MIXED,SPOTTED,LOLLIPOP,15136
CAV KING CHAR SPANI,WHITE/BROWN,DUKE,15241
MIXED,SPOTTED,HEIDI,15145
SHIH TZU,BROWN,ZEKE,15090
LABRADOR RETRIEVER,BLACK,DAISIE MAE,15068
DACHSHUND,FAWN,FRANKLIN,15071
LAB MIX,RUST,RUSTY,15102
YORKSHIRE TERR MIX,BLACK,TOBY,15147
CHIHUAHUA,BLACK WITH WHITE,VIXIE,15065
SCOTTISH TERRIER,BLACK,STANLEY,15241
CHIHUAHUA,BROWN,BABY BEAR,15108
MIXED,BLACK/BROWN,OLIVER,15238
LABRADOR RETRIEVER,BROWN,LILLY,15228
CHIHUAHUA MIX,TAN,PATRICK,15132
LABRADOR RETRIEVER,BROWN,PHOEBE,15122
LAB MIX,BLACK,HOLLY,15015
LABRADOR RETRIEVER,YELLOW,SAMMY,15071
LAB MIX,TAN,PAISLEY,15234
.,WHITE/BLACK,LINUS,15239
LAB MIX,BLACK,SAMPSON,15236
PEEKAPOO,BROWN,JACK,15243
PEEKAPOO,BROWN,JACK,15243
DOBERMAN MIX,BROWN,DORA,15136
YORKSHIRE TERR MIX,BLACK/BROWN/TAN,BELLA SPEER,15017
GOLDEN RETRIEVER,GOLD,CHARLOTTE,15116
TAG,WHITE/BLACK/BROWN,DEUCE,15238
TAG,BLACK/TAN,ZOE,15209
GER SHORTHAIR POINT,WHITE/BLACK,OTIS,15131
CHIHUAHUA,WHITE,BABY BLUE,15065
GER SHEPHERD,BLACK,CHLOE,15065
MIN PINSCHER,BLACK,POSH,15065
LABRADOR RETRIEVER,YELLOW,MARLEY,15227
COCKER SPANIEL,BUFF,CHARLIE S,15126
ROTTWEILER,BLACK/BROWN,WIGGLES,15145
BOXER MIX,BLACK,LAYLA,15126
AM PIT BULL TERRIER,BRINDLE,CRUZ,15126
DACHSHUND,BROWN,JACK SPARROW,15126
LAB MIX,BLONDE,MIA,15084
GER SHEPHERD,SPOTTED,RILEY,15238
LHASA APSO MIX,WHITE,MOLLY,15202
BEAGLE,WHITE/BROWN,DEXTER,15235
GER WIREHAIR POINTE,WHITE/GREY,BODIE,15237
LAB MIX,BLACK,MIDNIGHT,15102
LABRADOR RETRIEVER,YELLOW,BROOKE,15241
MIXED,BLACK/BROWN,SMOKEY,15221
MIXED,WHITE/BLACK/BROWN,BELLA,15241
MIXED,WHITE/BLACK/BROWN,BELLA,15241
BORD COLLIE,MULTI,DINAH,15218
CANADIAN ESKIMO DOG,WHITE/BLACK,KENAI,15223
DACHSHUND,BROWN,WUFFLE,15223
MIXED,BLACK,CHLOE,15137
AM ESKIMO DOG,WHITE,MISTY,15220
SHIH TZU,RED,DARAGAN,15235
CHIHUAHUA,WHITE/BLACK/BROWN,ROSIE,15116
AM PIT BULL TERRIER,BLACK WITH WHITE,SHADOW,15110
LABRADOR RETRIEVER,WHITE,BAILEY,15144
COCKAPOO,WHITE/BLACK,HERCULES,15106
SHIH TZU,SPOTTED,NALA,15332
ENG BULLDOG,BRINDLE,CHANEL,15223
AM PITT BULL MIX,BLACK,BUDDY,15044
YORKSHIRE TERRIER,BLACK/GOLD,GABRIEL,15135
YORKSHIRE TERRIER,BLACK/GOLD,BABE,15135
MIXED,WHITE/BLACK/BROWN,MACI,15237
MIXED,WHITE/BLACK,DAFFNEY,15139
LABRADOODLE,BROWN,NOVA,15235
BULL TERRIER,WHITE,ZARLEA,15132
COCKER SPANIEL,BUFF,PEANUTZ,15239
CAV KING CHAR SPANI,WHITE/BROWN,CHARLIE,15116
BICHON FRISE,WHITE,LACEY,15101
HAVANESE,WHITE/BLACK/BROWN,PACO,15046
TAG,TAN,ALLI,15065
LAB MIX,YELLOW,BAILEY,15239
DOBERMAN PINSCHER,BLACK/BROWN,CHEVY,15235
ROTTWEILER,BLACK/BROWN,CHIONE,15239
TAG,BROWN,ROXY,15243
ENGLISH MASTIFF,FAWN,TANK,15236
GREYHOUND,RED,TILY,15108
LAB MIX,BLACK,LUCY,15228
SHIH TZU,WHITE/BROWN,MUGZEE,15145
BEAGLE MIX,BEIGE,EMMA,15068
BORD COLLIE,WHITE/BLACK,TRIXIE,15239
YORKSHIRE TERRIER,BLACK/BROWN,TOBY,15044
JACK RUSSEL TERRIER,WHITE,MOLLY,15035
JACK RUSSEL TERRIER,WHITE,MOLLY,15035
BOSTON TERRIER,WHITE/BLACK,ROSEY,15108
JAPANESE CHIN,WHITE/BLACK,ZUZU,15239
JAPANESE CHIN,WHITE/BLACK,PICKLE,15239
BEAGLE,WHITE/BLACK/BROWN,COCOA,15044
AM PIT BULL TERRIER,BLACK,KOOL,15108
LABRADOODLE,BLACK,JASPER,15101
TAG,WHITE/BLACK,MYRON,15101
AM PITT BULL MIX,BRINDLE,JESSIE,15068
MIXED,BROWN,DUKE,15120
SIB HUSKY,WHITE/BLACK,BLU,15237
MIXED,WHITE/BROWN,NARAK,15238
LAB MIX,BLACK,BRUTUS,15037
KEESHOND,BLACK/TAN,DUKE,15102
TAG,BLACK,LOKI,15145
BEAGLE MIX,WHITE/TAN,CHLOE BELLE,15214
LABRADOR RETRIEVER,BLACK,MICK JAGR,15090
LABRADOR RETRIEVER,BLACK,MICK JAGR,15090
MIXED,SPOTTED,PELLA,15235
BOXER,BRINDLE,LAYLA,15108
SIB HUSKY,WHITE/BLACK/BROWN,SHILOH,15229
SHIH TZU MIX,BROWN,COCOA,15235
SHIH TZU,BLACK WITH WHITE,RAVEN,15239
YORKSHIRE TERR MIX,WHITE,LOLO,15235
BOXER,BLACK/BROWN,BONES,15227
YORKSHIRE TERRIER,BROWN,PRINCESS,15145
MALTESE,WHITE,LILLY,15145
AUS CATTLE DOG,BLACK,SMITTY,15146
MIXED,WHITE/BLACK,LUIGI,15239
BLUETICK COONHOUND,WHITE/BLACK/BROWN,SCOUT,15037
AM PIT BULL TERRIER,BROWN,LAYLA,15236
MASTIFF,BLACK,MILEY,15209
MIXED,MERLE,CALLIE WILHERE,15215
MIXED,MERLE,CALLIE WILHERE,15215
TAG,BLONDE,DENVER,15065
TAG,BLACK,ELSA,15202
LHASA APSO,WHITE,DUKE,15108
YORKSHIRE TERR MIX,BLACK/TAN,HUNTER,15239
POODLE TOY,APRICOT,PEGGY,15122
AM PIT BULL TERRIER,WHITE/TAN,TORRO,15133
SHEPHERD MIX,WHITE/BLACK/BROWN,XANDER,15133
LABRADOODLE,SPOTTED,GARCIA,15025
CHIHUAHUA MIX,BROWN,BEAR,15030
GOLDEN RETRIEVER,GOLD,EISENHOWER,15101
DACHSHUND,BROWN,ZOO ZOO,15014
CHIHUAHUA,RED,RICO,15071
GOLDENDOODLE,RED/BROWN,BELLA,15235
TAG,WHITE/BLACK,CHASE,15101
YORKSHIRE TERRIER,MULTI,TOBY,15238
LABRADOR RETRIEVER,YELLOW,BENTLEE,15044
BEAGLE MIX,SPOTTED,ZEKE,15202
BEAGLE MIX,SPOTTED,SISSY,15202
AM PITT BULL MIX,BRINDLE,PRECIOUS,15136
BEAGLE MIX,BROWN,DOROTHY,15102
OLD ENG BULLDOG,BLUE,BRUISER,15057
PUG,WHITE/BLACK,BELLA,15120
OTHER,RED,TOBI,15228
CHIHUAHUA,BLACK/BROWN,CHEWIE,15120
CHIHUAHUA,WHITE/TAN,LIZZIE,15120
SIB HUSKY MIX,WHITE/TAN,FREYA,15218
MIXED,MULTI,MACIE,15220
GOLDEN RETRIEVER,BLONDE,WALLY,15202
CHIHUAHUA,BLACK/TAN,CORAL,15106
LAB MIX,FAWN,GRACE,15071
AM PIT BULL TERRIER,SPOTTED,JUDGE,15235
AM PIT BULL TERRIER,SPOTTED,JUDGE,15235
SCHNOODLE,BLACK,PEPE,15146
FRENCH BULLDOG,CREAM,RAY,15071
LAB MIX,WHITE/TAN,SAPPHIRE,15024
REDBONE COONHOUND,RED,STELLA LUNA,15037
DOBERMAN PINSCHER,BLACK,TEUFEL,15035
POODLE TOY,BLACK,DAISY,15132
LAB MIX,BLACK,ZOEY,15116
GOLDENDOODLE,GOLD,RILEY,15209
PUG,FAWN,BALEY,15057
LAB MIX,BLACK,SHEILLA,15144
LAB MIX,BLACK,SHEILLA,15144
YORKSHIRE TERRIER,BLACK/SILVER,MATTIE,15120
YORKSHIRE TERRIER,BLONDE,NICK,15024
MASTIFF,BROWN,NICO,15122
BOXER MIX,BLACK,BAXTER,15084
BEAGLE MIX,WHITE/BLACK,BUTTONS,15212
AM PIT BULL TERRIER,WHITE/BROWN,PAIGE,15235
ROTTWEILER,BLACK/BROWN,DAISY,15212
LHASA APSO,OTHER,CHARLIE BROWN,15102
LABRADOR RETRIEVER,BLACK,MADDOX,15235
BOSTON TERRIER,WHITE/BLACK,ISABELLA,15129
BOSTON TERRIER,WHITE/BLACK,ISABELLA,15129
ROTTWEILER,BLACK,NINA,15145
AM PITT BULL MIX,SPOTTED,CHAMP,15223
CHIHUAHUA,FAWN,JOSEPH ISRAEL,15108
BICHON FRISE,WHITE,YUKI,15235
ROTTWEILER MIX,BLACK/BROWN,EMMA,15234
ANATOLIAN SHEPHERD,BLACK/FAWN,JAKE,15044
ENG BULLDOG,BRINDLE,CHLOE,15220
CHIHUAHUA,BLACK,MICKEY,15102
LABRADOR RETRIEVER,WHITE/BROWN,GINA,15108
COCKER SPANIEL,SPOTTED,SUGAR COOKIE,15237
CHIHUAHUA MIX,WHITE/FAWN,STIMPY,15229
MIXED,BLACK,DANGER,15143
COCKER SPANIEL,BLACK,ZACK,15237
MORKIE,WHITE,BO,15202
ROTTWEILER,BLACK/BROWN,ZEUS,15106
ROTTWEILER,BLACK/BROWN,SASHA,15106
LABRADOODLE,CHOCOLATE,HERSHEY,15071
ENG COCKER SPANIEL,BROWN,CJ,15068
LAB MIX,BRINDLE,LUNA,15017
CAIRN TERRIER,OTHER,WILLOW,15235
SHIH TZU,WHITE,JACK,15239
SHIH TZU,WHITE,JACK,15239
TAG,BLONDE,CHEWBACCA QUOTCHEWYQUOT,15228
MIXED,SPOTTED,DAISY,15106
LAB MIX,BLACK,LOKI,15145
KEESHOND,BLACK/SILVER,APPLE,15216
COCKER SPANIEL MIX,BLACK/TAN,MISS ELLIE,15017
YORKSHIRE TERR MIX,TAN,BUSTER,15147
YORKSHIRE TERR MIX,BLACK/BROWN,ELLA,15135
TERRIER MIX,WHITE,LYNUS,15237
MORKIE,BLACK/BROWN,ROCKY,15202
PUG,BLACK,BENTLEE,15037
COLLIE,SABLE/WHITE,ABBY,15136
LABRADOR RETRIEVER,YELLOW,LOKI,15122
MIXED,MULTI,DUSTY,15071
MIXED,BLACK WITH WHITE,BUDDY,15235
SIB HUSKY,WHITE,KYRA,15227
SFT COAT WHEAT TERR,WHEATON,PRINCETON,15221
SILKY TERRIER,WHITE/BLACK/BROWN,TIFFANY ANN,15146
VIZSLA,RED,NAZAR,15241
GOLDEN RETRIEVER,GOLD,BECKETT,15044
PARSON RUSSELL TERR,SPOTTED,ZENA,15044
BOSTON TERRIER,BLACK,ALFRED JEROME,15102
COCKER SPANIEL,WHITE/RED,COOPER,15065
MALTESE MIX,WHITE,LULU PINK,15025
GOLDEN RETRIEVER,GOLD,SADIE,15044
BEAGLE MIX,WHITE/BRINDLE,BUSTER,15101
CHIHUAHUA,GREY,SMOKY,15084
BORD COLLIE,BLACK,ROCKY,15084
GOLDEN RETRIEVER,TAN,MINDY,15238
GOLDEN RETRIEVER,TAN,MINDY,15238
CHIHUAHUA,FAWN,DAISEY,15044
GER SHEPHERD MIX,WHITE/BLACK/BROWN,GOLDIE,15120
GER SHEPHERD MIX,WHITE/BLACK/BROWN,GOLDIE,15120
LABRADOODLE,BLONDE,MURPHY,15147
ITALIAN GREYHOUND,WHITE/GREY,RUDY,15225
DOBERMAN PINSCHER,BLACK,BELLA,15017
MIXED,SPOTTED,MIA BOROWSKI,15215
CHIHUAHUA,WHITE/BROWN,BAILEY,15122
BEAGLE MIX,WHITE/BROWN,EMMA,15209
CHIHUAHUA MIX,BLACK/TAN,CJ,15143
JACK RUSSEL TERRIER,WHITE/BLACK/BROWN,JOBE,15068
SIB HUSKY,BLACK,YURI,15238
DACHSHUND,BLACK/BROWN,WILLY,15065
LAB MIX,BROWN,BUDDY,15126
MIXED,WHITE,ROX DAMICO,15239
LABRADOR RETRIEVER,YELLOW,TANNER,15234
LABRADOR RETRIEVER,BLACK,KODA,15014
LABRADOR RETRIEVER,BROWN,CAESAR,15120
MIXED,WHITE/BLACK,PONGO,15090
SIB HUSKY,BLACK,MISTY MAY,15144
W HGHLND WH TERRIER,WHITE,MIA,15237
GOLDEN RETRIEVER,BROWN,NUTMEG,15241
MIXED,WHITE/BLACK/BROWN,MOLLY,15146
GOLDENDOODLE,RED/BLONDE,CHANCE,15238
SCHNAUZER MIN,GREY,CJ,15063
AM PITT BULL MIX,BLACK,DIAMOND,15063
AM PITT BULL MIX,BLACK,DIAMOND,15063
BEAGLE,TRI-COLOR,DOUGLAS,15143
PUG,BLACK,FERGUS,15238
GER SHEPHERD,BLACK/BROWN/TAN,LUCA,15236
BEAGLE MIX,WHITE/BLACK/BROWN,MARTE,15239
AM PITT BULL MIX,BLACK,MISSY,15063
AM PITT BULL MIX,BLACK,MISSY,15063
TAG,BLACK/BROWN,SCRAPER,15063
POODLE MIN,BLACK,TEDDY,15090
WELSH CORGI PEMBROK,WHITE/RED,KATO,15126
MIXED,BLACK,PENNY,15101
GREAT PYRENEES,WHITE/BLACK,BANDIT,15146
SHIH TZU,WHITE/BROWN,CHY,15145
AM PIT BULL TERRIER,BROWN,HARLEY BERKEYBILE,15102
AM PIT BULL TERRIER,BROWN,HARLEY BERKEYBILE,15102
GOLDEN RETRIEVER,GOLD,HUSKER,15209
LABRADOR RETRIEVER,BLONDE,LILLY,15235
ENG BULLDOG,WHITE/BROWN,COOKIE BOKIN,15133
PRESA CANARIO,BRINDLE,BUDDAH,15218
SHIH TZU,WHITE/BLACK,MACY,15202
AM PIT BULL TERRIER,WHITE,KIMBA,15237
BOSTON TERRIER,WHITE/BLACK,MAXWELL,15084
LAB MIX,BLACK,LOUIE,15126
AM PIT BULL TERRIER,BRINDLE,BUCCO,15202
SHIH TZU,WHITE/BLACK,HARLEY,15146
BULLDOG,WHITE/BROWN,XENA,15234
GER SHEPHERD,BLACK,DAMON,15037
TAG,WHITE/BLACK/BROWN,ZOEY,15136
SHIH TZU,SPOTTED,BONES,15025
ROTTWEILER,BLACK,VALERIE PRINCESS PAWS SAMUEL,15108
BOXER MIX,WHITE/BROWN,MAX,15145
GREAT DANE,BROWN,ELLIE,15065
MIXED,WHITE/BLACK,YOGI,15239
BORD COLLIE,WHITE/BLACK,SEAMUS,15102
AM BULLDOG,BRINDLE,BANDIT,15136
AM BULLDOG,BRINDLE,BANDIT,15136
CATAHOULA LEOPARD D,BLACK/TAN/WHITE,CHEYENNE,15221
LABRADOR RETRIEVER,BROWN,CJ,15228
VIZSLA,FAWN,TAVISH,15106
MIXED,WHITE/BLACK,JAKE,15051
SIB HUSKY,WHITE/BLACK,WILLOW,15037
GER SHEPHERD,BLACK/BROWN,KING,15102
