breed,color,dogName,zip
CHIHUAHUA,BLACK/BROWN,MEEKO,15037
BISHON FRISE MIX,WHITE/BROWN,SCOTTIE,15108
REDTICK COONHOUND,SPOTTED,ANNABELLE,15102
LAB MIX,BRINDLE,BOSS,15229
CAV KING CHAR SPANI,WHITE/BROWN,GIZMO,15143
DACHSHUND,BLACK,ALFRED O'NEILL,15239
MIXED,BLACK,SOPHIE,15071
ENG SHEPHERD,WHITE/BROWN,KEELY,15102
BORD COLLIE MIX,RED/BROWN,BUCK,15237
BEAGLE MIX,FAWN,MOLLY,15108
BEAGLE MIX,FAWN,MINNIE,15108
BLUETICK COONHOUND,SPOTTED,CLAIRE,15228
BOSTON TERRIER,WHITE/BLACK,SYDNEY,15146
FILA BRASILEIRO,BLACK/BROWN,KING,15108
YORKSHIRE TERRIER,BLACK/BROWN,AUTUMN PRINCESS,15133
YORKSHIRE TERRIER,BLACK/BROWN,MONTY LITTLE BEAR,15133
GOLDEN RETRIEVER,GOLD/RED,BELLA,15084
AUS SHEPHERD,WHITE/BLACK/BROWN,LITTLE FOOT,15216
MORKIE,BLACK/TAN,TRIXIE,15065
SHIH TZU,WHITE/GREY,LILY,15227
POODLE TOY,WHITE,STELLA,15239
SCHNAUZER MIN,WHITE/BLACK,KATIE,15106
MIXED,WHITE/BEIGE,LEA,15140
CHIHUAHUA,WHITE/TAN,GABE,15065
PARSON RUSSELL TERR,WHITE/BLACK/BROWN,MAZZIE,15065
TAG,GREY,TOBY,15090
BLACK&TAN COONHOUND,BLACK/TAN,ANGIE,15146
SHIH TZU,WHITE,BENNY,15108
SHIH TZU,WHITE,SCOOTER,15108
MALTESE,WHITE,TAFFY,15221
MALTESE,WHITE,TAFFY,15221
LABRADOR RETRIEVER,CHOCOLATE,JAMESON,15237
YORKSHIRE TERRIER,BLACK/BROWN,CHARLIE,15236
COLLIE,SABLE/WHITE,SKIPPY,15143
DACHSHUND,BLACK/BROWN,SHILOH,15131
ROTTWEILER,BLACK,GUNNER,15146
SIB HUSKY,WHITE,REGGIE,15065
AM PIT BULL TERRIER,BRINDLE,ANGEL,15104
AM PIT BULL TERRIER,BRINDLE,ANGEL,15104
GOLDEN RETRIEVER,BROWN,ELLA,15237
GER SHEPHERD,BLACK/BROWN,TAZER,15046
AUS SHEPHERD,BLACK,HARPER,15090
POODLE MIX,WHITE,DAISY,15241
ENG POINTER,ORANGE/WHITE,FILSON,15143
ROTTWEILER,BLACK/BROWN,ROCKY,15018
YORKSHIRE TERR MIX,BLACK/TAN/WHITE,TINKERBELLE,15241
ST BERNARD,WHITE/BLACK/BROWN,CROWLEY,15237
MIXED,BROWN,TANK,15235
BEAGLE,RED,ABBIE,15084
COCKER SPANIEL,WHITE/TAN,CODY,15108
YORKSHIRE TERRIER,BROWN,PIPPIN,15215
BOXER,BROWN,BENNETT,15129
MIXED,BLACK,PEPPY,15221
GER SHEPHERD MIX,BROWN,CYBER,15112
CHIHUAHUA,WHITE,STELLA MARIE,15126
CHIHUAHUA,WHITE,MOLLY,15137
TAG,BROWN,LAKYN,15120
GOLDEN RETRIEVER,BLONDE,LUCY,15106
LABRADOR RETRIEVER,BLACK,BELLA,15238
COCKER SPANIEL,BLACK,DARLA,15237
LAB MIX,BLACK,GINO,15238
COCKER SPANIEL,BUFF,RALEIGH,15237
LHASA APSO MIX,WHITE/BLACK/BROWN,BENJI,15216
LAB MIX,BLACK,LUCKY,15228
MALTESE,WHITE,TRIXIE,15147
YORKSHIRE TERR MIX,WHITE,TOFFEE,15144
SCHNAUZER MIN,BLACK/GREY,ROCCO,15216
SCHNAUZER MIN,OTHER,VINNIE,15216
LABRADOR RETRIEVER,BLACK,TRIPPER,15120
GER SHEPHERD,BLACK,SWEETIE,15215
BEAGLE MIX,WHITE/BROWN,PENNY,15216
AUS SHEPHERD,SPOTTED,SYDNEY,15044
MALTESE,WHITE,LOGAN,15126
GOLDENDOODLE,BEIGE,SADIE,15146
YORKSHIRE TERRIER,BLACK/TAN,THEO,15068
SIB HUSKY MIX,MULTI,LUNA,15071
SCHNAUZER STANDARD,BLACK,BOOMER,15243
GER SHEPHERD,BLACK,CALLIE,15205
LAB MIX,WHITE/BLACK,RILEY,15120
GER SHEPHERD,BLACK/BROWN,ROCKY,15205
ENG SPRINGER SPANIE,WHITE/BROWN,SHANNY,15116
ENG SPRINGER SPANIE,WHITE/BROWN,SHANNY,15116
BERNESE MTN DOG,WHITE/BLACK/BROWN,URI,15202
CANE CORSO,BLUE,BELLA,15084
CANE CORSO,BLUE,BELLA,15084
CANE CORSO,BLUE,BELLA,15084
CAV KING CHAR SPANI,WHITE/TAN,ROSIE,15116
PUG,FAWN,TROY PUGAMALOU,15229
PARSON RUSSELL TERR,WHITE/BLACK/BROWN,WOODIE,15084
GREAT DANE,BLACK WITH WHITE,TREY,15216
ROTTWEILER,BLACK,BEAR,15044
SHIH TZU,WHITE/BROWN,BRUNO P FUDISHI,15234
ENG SPRINGER SPANIE,WHITE/LIVER,SAMMY,15237
YORKSHIRE TERR MIX,WHITE/BROWN,BOO BOO,15068
BORD COLLIE MIX,WHITE/BLACK/BROWN,BUSTER,15037
LABRADOR RETRIEVER,YELLOW,MILEY,15044
GER SHEPHERD MIX,BLACK/BROWN,MONTANA,15146
MIXED,WHITE/GREY,LULU,15116
PUGGLE,WHITE/BROWN,LUCKY,15227
BORD COLLIE MIX,BLACK,BELLA,15216
COCKER SPANIEL,.,LADY,15209
COCKER SPANIEL,.,LADY,15209
TAG,TAN,MAEBY,15102
PEKINGESE,WHITE/TAN,PRINCESS,15140
ITALIAN GREYHOUND,WHITE/BROWN,MURPHY BROWN,15237
TERRIER MIX,BLACK,MILO,15239
POODLE STANDARD,BROWN,MINTY,15236
LAB MIX,WHITE/YELLOW,TRIXIE,15065
AKITA,FAWN,RAIKO,15237
LAB MIX,BROWN,SPARATA,15237
GER SHEPHERD,WHITE/BLACK/BROWN,ACACIA,15068
LABRADOR RETRIEVER,BLACK,ARCHIE,15101
BEAGLE,BROWN,SERA,15137
TERRIER MIX,BRINDLE,BUSTER,15146
GREYHOUND,WHITE,OLLIE,15237
GREYHOUND,WHITE,OLLIE,15237
BEAGLE,WHITE/BLACK/BROWN,FRANKIE,15068
AM PITT BULL MIX,FAWN,BARLEY,15025
CANNAN DOG,WHITE/BLACK,NILA,15212
AM PIT BULL TERRIER,WHITE/BROWN,COCO,15202
TAG,WHITE/BLACK/BROWN,JAKE,15143
DACHSHUND,BROWN,BOURBON,15120
GOLDEN RETRIEVER,OTHER,RALPHIE,15071
COLLIE,SABLE/WHITE,FOXY LADY,15065
MIXED,BLACK/BROWN,PANDORA,15227
TAG,BLACK,MICKEY FINN,15228
DACHSHUND,BLACK/BROWN,BRONSON,15235
DACHSHUND,BLACK/BROWN,NORRIS,15235
LABRADOR RETRIEVER,BLACK,BRYANNA,15202
KEESHOND,BLACK/GREY,TARA,15102
KEESHOND,BLACK/GREY,KODI,15102
BEAGLE,SPOTTED,CAMMI,15205
COCKER SPANIEL,BLACK,MR BOSLEY,15143
CHOW CHOW,BROWN,GRIZZLY,15229
PARSON RUSSELL TERR,WHITE,DOG,15229
CHIHUAHUA,WHITE/BLACK,MANNY,15229
BEAGLE,WHITE/BLACK/BROWN,MISSY,15034
AUS CATTLE DOG,MERLE,BERT,15241
GER SHEPHERD,BLACK/TAN,ELSIE,15024
LABRADOR RETRIEVER,CHOCOLATE,SPARTACUS,15037
AM PIT BULL TERRIER,BROWN,BAINE,15132
LAB MIX,WHITE/BLACK,SKYLAR,15132
POODLE MIX,APRICOT,TAFFY,15146
COCKAPOO,CREAM,LUCKY RASO,15108
MIXED,BROWN,TOBY,15237
LABRADOR RETRIEVER,BLACK,BELLA,15237
LAB MIX,BLACK,BUSTER,15214
LABRADOR RETRIEVER,BLACK,MISSY,15239
LABRADOR RETRIEVER,BLACK,MISSY,15239
AM BULLDOG,WHITE/BROWN,SCRAPPY,15122
ROTTWEILER,BLACK,NUCKY,15045
RAT TERRIER,WHITE/BLACK/BROWN,IZZY,15205
LABRADOR RETRIEVER,BLACK,CHEWIE,15209
LABRADOR RETRIEVER,BLACK,EBONY,15146
TAG,BLACK/TAN,ZOEY,15209
BEAGLE MIX,BLACK WITH WHITE,BEAU,15120
BORD COLLIE,WHITE/TAN,MAX,15102
BOXER,FAWN,NIKITA,15227
PEKINGESE,WHITE/TAN,LEON,15108
MIXED,APRICOT,LUCY,15024
SHIH TZU,BROWN,ELLA MULLARKEY WILLIAMS,15101
MIXED,BLACK/BROWN,SPIKEY,15024
LABRADOR RETRIEVER,YELLOW,GUS,15239
LABRADOR RETRIEVER,YELLOW,LILY,15239
MASTIFF,BROWN,HANNAH,15101
SHIH TZU,BROWN,BIANCA,15220
PEEKAPOO,WHITE/BLACK,OTIS,15235
BEAGLE MIX,SPOTTED,DUKE,15126
AUS CATTLE DOG,BLACK,BENTLEY,15238
AM PIT BULL TERRIER,WHITE/BLACK,KILO,15205
GER SHEPHERD,BLACK/TAN,MAXINE,15229
BISHON FRISE MIX,CREAM,WILLOW,15044
BICHON FRISE,WHITE,FLORENCE,15120
LABRADOR RETRIEVER,BROWN,DIESEL,15129
COCKER SPANIEL,BLACK,MACKENZIE,15044
GOLDENDOODLE,WHITE,MAGGIE,15071
MIXED,WHITE/BROWN,BUDDY,15037
W HGHLND WH TERRIER,WHITE,ROSIE,15122
W HGHLND WH TERRIER,WHITE,BUDDY,15122
LABRADOR RETRIEVER,BLACK,MAX,15101
AM PIT BULL TERRIER,WHITE/BROWN,SMOOCH,15133
MALTESE MIX,WHITE,SNOWBALL,15237
COCKER SPANIEL MIX,GOLD,RILEY,15101
CHIHUAHUA,BROWN,NENA,15227
CHIHUAHUA,TAN,SADIE,15215
BOXER,BRINDLE,HARLEY,15237
SHIH TZU,WHITE/BLACK,GABBY,15145
MORKIE,CREAM,SAMMY,15228
LABRADOR RETRIEVER,BLACK,OZZY GEEN,15122
LAB MIX,BLACK,BELLA,15227
MIXED,TRI-COLOR,STORM,15209
MIXED,BROWN,ROCCO,15237
MIXED,WHITE/TAN,JELLYBEAN,15202
YORKSHIRE TERRIER,BLACK/BROWN,JAX,15209
BORD COLLIE MIX,BLACK,KOBI,15044
LAB MIX,WHITE/BLACK,LUCY,15025
SHIH TZU,WHITE/BROWN,TOBEY,15228
SHIBA INU,BROWN,HARPER,15210
MIXED,WHITE/BROWN,DOLCE,15025
PATTERDALE TERRIER,BLACK,ROO BEAR,15122
LABRADOR RETRIEVER,BLACK,JOSIE,15146
LABRADOR RETRIEVER,WHITE,FAITH,15102
MIXED,WHITE/BLACK/BROWN,CHELLY,15129
LAB MIX,GOLD,ROCKY,15136
OLD ENG BULLDOG,WHITE/BROWN,LUCKY,15236
LAB MIX,WHITE/BLACK,BEN,15071
BEAGLE MIX,WHITE/BLACK/BROWN,NOLLIE,15239
BORD COLLIE,WHITE/BLACK,LUCY,15237
BORD COLLIE MIX,WHITE/BLACK,BOWE,15005
YORKSHIRE TERRIER,BLACK/BROWN,CODY,15227
BEAGLE MIX,WHITE/TAN,LUNA,15024
TERRIER,BROWN,PENNY,15101
CHIHUAHUA,BLACK,BELLA,15220
MIN PINSCHER,BROWN/TAN,HONEY BOY,15236
MIXED,WHITE/BLACK,PIP,15243
MIXED,RED,CHI CHI,15131
SFT COAT WHEAT TERR,TAN,PHOEBE,15084
ST BERNARD,WHITE/BROWN,CHARLIE,15239
ENG BULLDOG,WHITE/BROWN,BAILEY,15234
ENG BULLDOG,WHITE/BROWN,BAILEY,15234
PUG,BLACK,PIPER,15236
AUS CATTLE DOG,BLUE,DIGBY,15237
TERRIER MIX,BLACK WITH WHITE,DORI,15216
TERRIER MIX,BLACK WITH WHITE,DORI,15216
HOUND MIX,BLACK/BROWN,CANNON,15221
TAG,BLACK,LADY,15205
CHIHUAHUA,WHITE/BROWN,RATT,15205
GER SHEPHERD,RUST,ADA,15237
GER SHEPHERD,WHITE/BLACK,THOR,15237
BOSTON TERRIER,WHITE/BLACK,TRIXIE,15209
LABRADOR RETRIEVER,YELLOW,BO,15143
HOUND MIX,WHITE/BROWN,BELLA,15026
TERRIER MIX,BROWN,ANGIE,15215
COLLIE,SABLE,BISCUIT,15237
TAG,APRICOT,TRIGGER,15215
ALAS MALAMUTE,WHITE/BLACK,BALIAN,15017
LAB MIX,WHITE/TAN,BEAR,15122
DOBERMAN PINSCHER,BLACK/BROWN,LADY BUG,15140
DOBERMAN PINSCHER,BLACK/BROWN,LADY BUG,15140
BOXER MIX,BROWN,PETIE,15202
GER SHEPHERD,WHITE,LACY,15202
GER SHEPHERD,WHITE,LACY,15202
MIXED,BLACK,LUCY,15143
AM PIT BULL TERRIER,WHITE,KAIZER,15209
LAB MIX,BLACK,DUPPY,15241
AM PIT BULL TERRIER,BRINDLE,FRANZEN,15209
CHIHUAHUA MIX,BLACK,BELLA,15202
YORKSHIRE TERR MIX,MULTI,SNICKERS CHANDIRAMANI,15146
LAB MIX,BLACK,MAGGIE,15133
BOXER,FAWN,ROMEO,15046
CHIHUAHUA MIX,WHITE/BROWN,ABBY,15003
CHIHUAHUA,BLACK/BROWN/TAN,KATY,15003
CHIHUAHUA,WHITE/TAN,BELLA,15003
YORKSHIRE TERR MIX,BLACK,ZEUS,15234
AM PIT BULL TERRIER,BRINDLE,REAGAN,15226
MIXED,MULTI,MR DARCY,15241
MIXED,BROWN,NICO FIASCO,15146
LABRADOR RETRIEVER,BLACK,JACKSON,15243
MIXED,WHITE,CASPER,15229
AM PITT BULL MIX,BLACK WITH WHITE,BRUNO,15229
BOXER,BRINDLE,JACKSON,15136
LABRADOR RETRIEVER,WHITE,LOU LOU,15229
BOXER,FAWN,ROXIE,15136
LABRADOODLE,RED,BEAR,15205
BICHON FRISE,WHITE,JACKSON,15229
BEAGLE,WHITE/BLACK/BROWN,FLOYD,15210
GER SHEPHERD MIX,WHITE/TAN,JACK,15122
ITALIAN GREYHOUND,WHITE/BLUE,FINN,15145
MOUNTAIN CUR,BRINDLE,TIG,15071
ENG BULLDOG,WHITE/RED,MAXIMUS,15057
CANE CORSO,BROWN,DIESEL,15104
GER SHEPHERD,BLACK/BROWN,BELLA,15144
AUS CATTLE DOG,SPOTTED,RONNIE,15090
SCHNAUZER MIN,SALT/PEPPER,ROONEY,15044
SCHNAUZER MIN,SALT/PEPPER,ROONEY,15044
BERNESE MTN DOG,BLACK,REGGIE,15044
LAB MIX,YELLOW,JAMESON,15090
AM PIT BULL TERRIER,BLUE,TITAN,15237
LABRADOR RETRIEVER,BLACK,IZZY,15116
TAG,WHITE/BROWN,THOR,15025
TAG,WHITE/BLACK,ZOE,15025
BOXER,BROWN,JACKSON,15239
BORD COLLIE MIX,WHITE/BLACK,ANNIE,15218
BOSTON TERRIER,BLACK/BROWN,TYSON,15229
AKITA,WHITE/BLACK/BROWN,MARCIE,15202
TAG,BLACK,PENELOPE,15239
MIXED,BLACK/BROWN,MURPHY,15216
MIXED,BLACK,KENZI,15215
FOX TERRIER SMOOTH,WHITE/BLACK/BROWN,CALVIN KLEIN,15220
GOLDEN RETRIEVER,BROWN,BRINKLEY,15102
GOLDEN RETRIEVER,SPOTTED,NO NAME,15116
AM PITT BULL MIX,BRINDLE,LEIA,15223
BRITTANY SPANIEL,WHITE/ORANGE,CHARLIE,15101
MIXED,BLACK,CADEL,15209
LABRADOR RETRIEVER,BLACK,BIG BEN OF SIXBURGH,15084
GOLDEN RETRIEVER,BLONDE,ELSA,15102
GER SHORTHAIR POINT,WHITE/BROWN,REBA,15025
AM PIT BULL TERRIER,BLACK,PITA,15221
MIXED,WHITE/BLACK,ROOSTER,15243
MIXED,WHITE/BROWN,BROWNIE,15024
LABRADOR RETRIEVER,RED,BAILEE,15084
ROTTWEILER,BLACK/TAN,RYLEE,15044
GER SHEPHERD,BLACK,BAILEY,15236
MIXED,BLACK/BROWN,CHIKO,15044
OLD ENG BULLDOG,WHITE/BLACK/BROWN,WINSTON,15236
MIXED,WHITE/BLACK,JAKE,15241
ROTTWEILER,BLACK/BROWN,HOOVER,15132
SFT COAT WHEAT TERR,MULTI,URSI,15236
YORKSHIRE TERRIER,BLACK,ROCCO,15147
AUS CATTLE DOG,SPOTTED,AMBER,15068
LABRADOR RETRIEVER,BLACK,SADIE,15116
LABRADOR RETRIEVER,BLACK,ACE,15229
MIXED,WHITE/BLACK/BROWN,TUCK,15146
MALTESE MIX,CREAM,NALA,15068
BICHON FRISE,WHITE,ANNIE,15209
GER SHORTHAIR POINT,WHITE/BROWN,DAISY MAE,15239
GOLDEN RETRIEVER,GOLD,DAISY PETALS BARRAS,15146
MALTI-POO,WHITE/BLACK,PATCHES,15137
TAG,FAWN,SPARKY/SPARTACUS,15146
MORKIE,TAN,CASH,15228
CHIHUAHUA,MERLE,GUCCI,15227
BICHON FRISE,WHITE,LIZZY,15135
DACHSHUND,BLACK/TAN,ELSA,15221
LABRADOR RETRIEVER,RED,LUCY,15131
DACHSHUND,BLACK/TAN,SOFIE,15221
GER SHEPHERD,BLACK,JASPER,15209
ENG BULLDOG,BRINDLE,BELLA,15223
TAG,BROWN,REGGIE,15142
MIXED,SPOTTED,BUDDY,15227
ENG BULLDOG,BROWN,COOPER,15223
LAB MIX,BROWN,KITA STARKEY,15102
TAG,BLACK,MYRTLE,15116
BOXER MIX,BLACK,ONIKA,15014
LABRADOR RETRIEVER,WHITE/BLACK,SPARKLE,15239
CHIHUAHUA,WHITE/BLACK,BABY,15136
AM PIT BULL TERRIER,BLUE,CEASER,15132
ROTTWEILER,BLACK/BROWN,DUKE,15084
GER SHEPHERD,BLACK/TAN,MAX,15235
SHIH TZU,SPOTTED,ABBY,15035
BOXER MIX,BRINDLE,DANIEL,15065
OLD ENG SHEEPDOG,WHITE/BLACK,LIGHTNING,15108
OLD ENG SHEEPDOG,WHITE/BLACK,LANAI,15108
CHES BAY RETRIEVER,BROWN,RORY,15044
TAG,BLACK,LUNA,15229
LABRADOODLE,CREAM,MOLLY PLUMB,15131
GOLDENDOODLE,WHITE/TAN,VIVIEN LEIGH,15202
CHIHUAHUA,BLACK,ELLA,15135
CHIHUAHUA,WHITE,SARA,15135
GER SHEPHERD,TAN,MAXX,15129
MIXED,BLACK,CLIVE,15238
SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,SISCO,15044
GER SHEPHERD MIX,BLACK/BROWN,BELLA,15205
MIXED,BLACK,SONNY,15237
AM ESKIMO DOG,WHITE,ELLIOT,15108
GOLDEN RETRIEVER,GOLD,TEGAN,15243
W HGHLND WH TERRIER,WHITE,MORGAN,15104
LAB MIX,YELLOW,CHAMP,15146
LABRADOR RETRIEVER,BROWN,ISABOU,15102
DOBERMAN PINSCHER,FAWN,KOBY,15239
ST BERNARD,WHITE/BLACK/BROWN,LUVBUG,15102
AM PITT BULL MIX,WHITE/BROWN,ALEX,15221
SHIH TZU MIX,WHITE/BROWN,TEDDY,15044
MIXED,BROWN,KETTEL BELLE,15215
AM PIT BULL TERRIER,BROWN,AUTUMN,15234
LAB MIX,BLACK,KODY,15037
MIXED,GREY,MINNIE,15132
LABRADOODLE,BLACK,COCO CHANEL,15216
SHIH TZU MIX,BROWN,LITTLE DIVA,15147
SHIH TZU MIX,BROWN,LITTLE DIVA,15147
LAB MIX,YELLOW,CROSBY,15237
PUG,BLACK,LUCY,15132
SHETLAND SHEEPDOG,SABLE/WHITE,LUKE,15205
LAB MIX,WHITE/BLACK,LEIA,15238
POODLE MED,TAN,SCOOBY,15218
POMERANIAN,CREAM,HOLLIE,15146
DACHSHUND,BLACK/BROWN,BAM BAM,15136
TAG,TAN,BELLE,15116
ROTTWEILER,BLACK/TAN,JACKSON,15108
SCOTTISH TERRIER,WHEATON,PIPER,15116
WHIPPET,BROWN,SPEEDY,15235
LABRADOR RETRIEVER,YELLOW,DAKOTA,15234
OLD ENG BULLDOG,BRINDLE,BRONX,15147
GOLDEN RETRIEVER,GOLD,CARAMEL,15146
TAG,FAWN,DANTE,15215
TAG,BRINDLE,REGAN,15215
TAG,BROWN,RILEY,15215
LABRADOR RETRIEVER,YELLOW,BASH,15017
GER SHEPHERD MIX,BLACK/BROWN,BEAR,15236
LABRADOR RETRIEVER,BLACK,KONA,15101
MASTIFF,BRINDLE,IVY,15140
GER SHEPHERD,BLACK,HAVOC,15132
GER SHEPHERD,SABLE,TYR,15132
MIXED,WHITE/BLACK,COOKIE,15237
MALTESE,WHITE,DODIE,15144
POODLE TOY,WHITE/APRICOT,ANGEL,15044
AKITA,FAWN,BUDDHA,15051
LABRADOR RETRIEVER,BLACK,JAKE,15238
LAB MIX,BLACK/BROWN,SHELBY,15228
TAG,BROWN,DINGO,15064
GER SHORTHAIR POINT,SPOTTED,BLUE,15236
BEAGLE MIX,SPOTTED,MARLEY,15227
JACK RUSSEL TERRIER,WHITE,DAISY,15044
ROTTWEILER,BLACK/BROWN,ROCKY,15065
BICHON FRISE,WHITE,ELLA,15237
MIXED,WHITE/BLACK/BROWN,OLIVER,15228
MIXED,BLACK/BROWN,COOPER,15037
CHIHUAHUA,WHITE/BROWN,SOPHIA,15147
BOXER MIX,BROWN,DORIS,15216
TERRIER MIX,WHITE/TAN,BELLA,15132
CHES BAY RETRIEVER,BROWN,REANEY,15202
AM PIT BULL TERRIER,BLACK/ORANGE/BRINDLE,DINA,15120
JACK RUSSEL TERRIER,WHITE/BLACK/BROWN,LADY,15145
JACK RUSSEL TERRIER,WHITE/BLACK/BROWN,LADY,15145
MORKIE,BLACK/BROWN,HANNAH,15045
CHIHUAHUA,CREAM,ARABELLA,15106
BEAGLE,WHITE/BLACK/BROWN,DIXIE,15133
LAB MIX,GOLD,WILLOW,15202
DACHSHUND,BRINDLE,LIESEL,15221
DACHSHUND,OTHER,OSKAR,15221
BOXER MIX,BLACK,SHADOW,15202
BEAGLE MIX,WHITE/BLACK/BROWN,BENNY,15239
BOSTON TERRIER,WHITE/BLACK/BROWN,SPARKY,15076
BOXER,BLACK/BRINDLE,DRACO,15227
BOXER,TAN,BRECK,15227
MALTI-POO,RED,HIGGINS,15116
VIZSLA,RED,MAGNUM,15116
GOLDENDOODLE,TAN,TULA,15090
PICARDY SHEPHERD,BLONDE,JASPER,15025
POMERANIAN,BLACK,CHARLEY,15223
SHIH TZU,WHITE/BLACK,SAFARI,15236
JACK RUSSEL TERRIER,WHITE/BROWN,CINNAMON,15236
CHIHUAHUA MIX,BROWN,NEKA,15037
GOLDEN RETRIEVER,BUFF,RILEY,15205
W HGHLND WH TERRIER,WHITE,BENNY,15136
BEAGLE MIX,BRINDLE,SIMBA,15234
TAG,TAN,MOCCA,15102
AUS SHEPHERD,WHITE/BLACK/BROWN,RUGER MASSIMINO,15106
LABRADOR RETRIEVER,BLACK,MAGGIE,15101
LAB MIX,BLACK,ZOEY,15025
LAB MIX,BLACK,CHOMPER,15025
SCOTTISH TERRIER,BLACK,JET,15108
BOXER,TAN,CHLOE,15237
MIXED,MULTI,ROXY,15147
SIB HUSKY,WHITE/BLACK,SIERRA,15221
CHIHUAHUA,SPOTTED,ISABELLA,15133
AM PIT BULL TERRIER,WHITE/BLACK,DIAMOND,15065
DACHSHUND MIX,WHITE/BROWN,GEORGE STRAIT HOOVER,15216
MALTESE,WHITE,BAILEY,15223
NEWFOUNDLAND,BLACK,KODIAK,15237
CHIHUAHUA,GOLD,PEANUT,15218
CHIHUAHUA,GOLD,PEANUT,15218
MIXED,BLACK/BROWN,TOBY,15216
CHIHUAHUA MIX,WHITE/BLACK,BAILEY,15136
SCHNAUZER STANDARD,BLACK/BROWN,BONNIE,15146
BEAGLE MIX,BLACK/BROWN,KASPER,15147
WELSH TERRIER,BLACK/BROWN,SCOUT,15215
LAB MIX,BLACK,ASPEN,15237
LAB MIX,BLACK WITH WHITE,SOOKIE,15044
TERRIER MIX,BLACK WITH WHITE,NICO,15136
W HGHLND WH TERRIER,WHITE,LIAM,15237
LAB MIX,BLACK,LENNY,15237
GOLDENDOODLE,BLONDE,BOOBEAR,15241
AUS CATTLE DOG,TAN,XENA,15227
MIXED,SPOTTED,COPPER,15202
SIB HUSKY MIX,WHITE/BLACK/BROWN,BEAR II,15106
MIXED,OTHER,OTIS,15024
BOXER MIX,BRINDLE,PEBBLES,15235
BOSTON TERRIER,WHITE/BLACK/BROWN,SPHIA,15146
GER SHEPHERD,BLACK/TAN,MACY,15024
MIXED,WHITE,MARIO,15017
OLD ENG SHEEPDOG,.,WINSTON,15220
OLD ENG SHEEPDOG,.,WINSTON,15220
GOLDENDOODLE,WHITE,BAXTER,15137
AM PIT BULL TERRIER,OTHER,ACHILLES,15209
GOLDENDOODLE,RED,HEIDI,15065
TERRIER MIX,WHITE/BLACK/BROWN,BENJI,15126
TERRIER MIX,WHITE/BLACK/BROWN,BENJI,15126
PUG,FAWN,DAISY DUKE,15126
CHIHUAHUA MIX,WHITE/GREY,JACKSON,15129
TAG,TAN,LUCY,15237
AUS SHEPHERD,MERLE,NEELA ROSE,15126
CHIHUAHUA MIX,BLACK/TAN,RITA,15239
TERRIER MIX,WHITE/BLACK/BROWN,ROC,15239
YORKSHIRE TERRIER,BLACK/TAN,ZG,15126
DOBERMAN PINSCHER,BLACK/BROWN,PRIMO,15218
GOLDEN RETRIEVER,BROWN,GENO,15106
AM PITT BULL MIX,BRINDLE,AVETT,15228
AM PIT BULL TERRIER,BROWN/TAN,NALA,15228
GER SHEPHERD,BLACK/BROWN,ZIVA,15102
GER SHEPHERD,BLACK/BROWN,ZIVA,15102
YORKSHIRE TERRIER,BLACK/TAN,ZOEY,15202
MIXED,SPOTTED,MOLLY,15228
LABRADOR RETRIEVER,BLACK,BUCK,15122
BORD COLLIE MIX,BLACK WITH WHITE,DUCHESS,15202
AM PITT BULL MIX,BRINDLE,BELLA,15110
GOLDENDOODLE,TAN,HOBBES,15090
LAB MIX,BLACK,LITTLE DUDE,15147
MIXED,BLACK/BROWN,BELLA,15202
MIXED,WHITE/BLACK,LOKI,15112
PUG,BROWN,ZOOKY,15120
AM PITT BULL MIX,FAWN,KANE QUOTCHANCEQUOT,15143
RAT TERRIER,WHITE/BLUE,DAISY,15044
LAB MIX,BROWN,SAMMI,15063
MIXED,WHITE/BLACK/BROWN,LAYLA,15057
NEWFOUNDLAND,WHITE/BLACK,SHADOW,15202
LAB MIX,BLACK,GINGER,15090
SHETLAND SHEEPDOG,SABLE/WHITE,OPEY,15108
SHIH TZU MIX,BLONDE,RAKEEM,15235
BOSTON TERRIER,WHITE/BLACK,SHAMUS MAGOO,15238
AM PIT BULL TERRIER,MULTI,NINA,15227
BEAGLE,WHITE/BLACK/BROWN,MARSHALL,15135
LABRADOR RETRIEVER,BLACK/TAN,WOLF,15136
CHOW CHOW MIX,TAN,PEPPER,15239
YORKSHIRE TERRIER,BROWN,COCOA,15104
TAG,BLONDE,MAKO,15106
MIXED,WHITE/BLACK/BROWN,HARLEY,15202
HAVANESE,WHITE/BLACK,KIRBY,15106
BEARDED COLLIE,BLACK/BLUE,ZOSHA,15221
BULLMASTIFF,RED,SMOKEY,15101
GOLDEN RETRIEVER,GOLD,LADY,15106
TAG,WHITE/BRINDLE,MERICA,15129
LABRADOR RETRIEVER,YELLOW,MAYA,15139
CHIHUAHUA,BROWN,WILLIE,15108
ENG BULLDOG,WHITE/BROWN,BORIS,15227
YORKSHIRE TERRIER,MULTI,JINGLES,15205
COLLIE MIX,MULTI,JAKE,15221
LAB MIX,BLACK,BEAR,15084
W SHEPHERD /GER SHEPH,WHITE/TAN,DEXTER,15234
MIXED,BROWN,LUCY,15146
LAB MIX,BLACK,ELLA,15065
YORKSHIRE TERRIER,BLACK,TOBY,15044
GER SHEPHERD,BLACK/BROWN,BEAR,15037
POMERANIAN,WHITE/BROWN,BABY GIRL,15122
